codeSp	GrSIH	codeSIH	ISSCAAP	TAXOCODE	codeFAO	codeFB	phylum	categ_bent	classe	ordre	Famille	Genre	espece	identifiant	taille_max	L50	cryptique	mobilite	territorialite	nocturne	comp_gr	agreg_saison	posi_col_eau	strat_demo	ponte	habitat_pref	chgmt_sexe	Trophique_2015	statutIUCN	coeffA	coeffB	niveau_taxo_ab
Tetrgibb	PO	-999	-999	NA	NA	8129	chordata	NA	Actinopterygii	Tetraodontiformes	Ostraciidae	Tetrosomus	gibbosus	Tetrosomus_gibbosus	30	-999	N	MO	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,182038746	2,369207879	sp
Tetrsp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Scorpaeniformes	Tetrarogidae	Tetraroge	sp.	Tetraroge_sp.	-999	-999	O	SE	NA	NO	NA	NA	B	2	NA	NA	NA	CA	NA	0,024587436	2,907526131	fa
Teutsp1	CE	-999	-999	NA	NA	-999	mollusca	NA	Cephalopoda	Teuthida	fa.	ge.	sp.	Teuthida	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thalambl	PO	-999	-999	NA	NA	5642	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	amblycephalum	Thalassoma_amblycephalum	16	-999	N	SE	NA	DI	NA	NA	B	1	NA	CO	NA	PL	NA	0,012305946	3,097020357	ge
Thalbifa	PO	-999	33	1706324403	TMF	3673	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	bifasciatum	Thalassoma_bifasciatum	25	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	2,9162	NA
Thalgeni	PO	-999	-999	NA	NA	25809	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	genivittatum	Thalassoma_genivittatum	20	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,0123	3,097	NA
Thalhard	PO	-999	-999	NA	NA	5643	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	hardwicke	Thalassoma_hardwicke	20	-999	N	MO	NA	DI	NA	NA	B	2	NA	CO	NA	CA	NA	0,017830241	2,977652716	sp
Thalhebr	PO	-999	-999	NA	NA	8019	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	hebraicum	Thalassoma_hebraicum	23	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,0123	3,097	NA
Thaljans	PO	-999	-999	NA	NA	5644	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	jansenii	Thalassoma_jansenii	20	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,012305946	3,097020357	ge
Thalluna	PO	-999	33	1706324405	TWO	5645	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	lunare	Thalassoma_lunare	25	-999	N	MO	NA	DI	NA	NA	B	2	NA	CO	NA	CA	NA	0,021100959	2,831738121	sp
Thallute	PO	-999	-999	NA	NA	5646	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	lutescens	Thalassoma_lutescens	30	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,012995696	3,041862106	sp
Thalnigr	PO	-999	-999	NA	NA	5644	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	nigrofasciatum	Thalassoma_nigrofasciatum	20	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,012305946	3,097020357	ge
Thalpurp	PO	-999	-999	NA	NA	5647	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	purpureum	Thalassoma_purpureum	46	-999	N	MO	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,012305946	3,097020357	ge
Thalquin	PO	-999	-999	NA	NA	5648	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	quinquevittatum	Thalassoma_quinquevittatum	17	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,012305946	3,097020357	ge
Thalriis	PA	-999	-999	NA	NA	-999	cnidaria	NA	Anthozoa	Scleractinia	Caryophylliidae	Thalamophyllia	riisei	Thalamophyllia_riisei	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thalsp.	PO	-999	-999	NA	NA	201011	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	sp.	Thalassoma_sp.	-999	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,012305946	3,097020357	ge
Thaltest	VE	-999	-999	NA	NA	-999	plantae	NA	Liliopsida	Hydrocharitales	Hydrocharitaceae	Thalassia	testudinum	Thalassia_testudinum	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thaltril	PO	-999	-999	NA	NA	5649	chordata	NA	Actinopterygii	Perciformes	Labridae	Thalassoma	trilobatum	Thalassoma_trilobatum	30	-999	N	MO	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,012305946	3,097020357	ge
Thamfaja	PO	-999	-999	NA	NA	7852	chordata	NA	Actinopterygii	Tetraodontiformes	Monacanthidae	Thamnaconus	fajardoi	Thamnaconus_fajardoi	22	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thamfiji	PO	-999	-999	NA	NA	54921	chordata	NA	Actinopterygii	Tetraodontiformes	Monacanthidae	Thamnaconus	fijiensis	Thamnaconus_fijiensis	15	-999	N	TM	NA	DI	NA	NA	B	3	NA	NA	NA	CA	NA	0,012224814	3,032756806	fa
Thammode	PO	-999	33	1900902501	TDJ	7855	chordata	NA	Actinopterygii	Tetraodontiformes	Monacanthidae	Thamnaconus	modestoides	Thamnaconus_modestoides	30	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thelanan	EC	-999	76	6941400201	TFQ	-999	echinodermata	NA	Holothuroidea	Aspidochirotida	Stichopodidae	Thelenota	ananas	Thelenota_ananas	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Theoswin	PA	-999	-999	NA	NA	-999	porifera	NA	Demospongiae	Lithistida	Theonellidae	Theonella	swinhoei	Theonella_swinhoei	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thorambo	CR	-999	-999	NA	NA	-999	arthropoda	NA	Malacostraca	Decapoda	Hippolytidae	Thor	amboinensis	Thor_amboinensis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thrybael	PO	-999	35	1210605207	EYB	582	chordata	NA	Actinopterygii	Clupeiformes	Engraulidae	Thryssa	baelama	Thryssa_baelama	16	-999	N	TM	NA	DN	NA	NA	P	1	NA	C	NA	PL	NA	0,002757952	3,585668799	sp
Thunalal	PO	-999	36	1750102605	ALB	142	chordata	NA	Actinopterygii	Perciformes	Scombridae	Thunnus	alalunga	Thunnus_alalunga	140	-999	NA	NA	NA	NA	NA	NA	D	-999	NA	L	NA	PI	NA	-999	-999	NA
Thunalba	PO	3605	36	1750102610	YFT	143	chordata	NA	Actinopterygii	Perciformes	Scombridae	Thunnus	albacares	Thunnus_albacares	239	-999	NA	NA	NA	NA	NA	NA	D	-999	NA	L	NA	PI	NA	-999	-999	NA
Thunatla	PO	3608	36	1750102604	BLF	144	chordata	NA	Actinopterygii	Perciformes	Scombridae	Thunnus	atlanticus	Thunnus_atlanticus	108	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thungesp.	PO	3699	37	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Scombridae	ge.	sp.	divers_petits_Thunnini	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thunobes	PO	-999	36	1750102612	BET	146	chordata	NA	Actinopterygii	Perciformes	Scombridae	Thunnus	obesus	Thunnus_obesus	250	-999	NA	NA	NA	NA	NA	NA	D	-999	NA	L	NA	PI	NA	-999	-999	NA
Thunsp.	PO	3699	36	17501026XX	TUS	201014	chordata	NA	Actinopterygii	Perciformes	Scombridae	Thunnus	sp.	Thunnus_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thyrmarg	PA	-999	-999	NA	NA	-999	cnidaria	OT	Hydrozoa	Leptothecata	Sertulariidae	Thyroscyphus	marginatus	Thyroscyphus_marginatus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Thyrmarl	PO	-999	34	1750501201	THM	7698	chordata	NA	Actinopterygii	Perciformes	Gempylidae	Thyrsitoides	marleyi	Thyrsitoides_marleyi	200	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	L	NA	PI	NA	-999	-999	NA
Thyrsp.	PO	-999	-999	NA	NA	201018	chordata	NA	Actinopterygii	Anguilliformes	Muraenidae	Thyrsoidea	sp.	Thyrsoidea_sp.	-999	-999	O	MO	NA	NO	NA	NA	B	6	NA	NA	NA	PI	NA	0,011477268	2,305475504	ge
Thyschil	PO	-999	-999	NA	NA	12902	chordata	NA	Actinopterygii	Scorpaeniformes	Platycephalidae	Thysanophrys	chiltonae	Thysanophrys_chiltonae	25	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,0027	3,347	NA
Thyssp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Scorpaeniformes	Platycephalidae	Thysanophrys	sp.	Thysanophrys_sp.	-999	-999	O	MO	NA	NO	NA	NA	B	4	NA	NA	NA	CA	NA	0,002672146	3,346854626	ge
Tonnmacu	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Tonnidae	Tonna	maculosa	Tonna_maculosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tonnsulp	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Tonnidae	Tonna	sulphurea	Tonna_sulphurea	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Torcexol	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Caenogastropoda	Turritellidae	Torcula	exoleta	Torcula_exoleta	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Torpfusc	PO	-999	38	1110100204	TTU	5062	chordata	NA	Elasmobranchii	Torpediniformes	Torpedinidae	Torpedo	fuscomaculata	Torpedo_fuscomaculata	64	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	PI	NA	0,0454	2,689	NA
Torpsinu	PO	-999	38	1110100211	TTJ	7970	chordata	NA	Elasmobranchii	Torpediniformes	Torpedinidae	Torpedo	sinuspersici	Torpedo_sinuspersici	130	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	PI	NA	-999	-999	NA
Torpsp.	PO	-999	38	11101002XX	TOE	201023	chordata	NA	Elasmobranchii	Torpediniformes	Torpedinidae	Torpedo	sp.	Torpedo_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Torqhyps	PO	-999	-999	NA	NA	8307	chordata	NA	Actinopterygii	Tetraodontiformes	Tetraodontidae	Torquigener	hypselogeneion	Torquigener_hypselogeneion	10	-999	N	MO	NA	DN	NA	NA	B	2	NA	NA	NA	CA	NA	0,039735655	2,788428024	fa
Toursp1	CR	4213	-999	NA	NA	-999	arthropoda	NA	Malacostraca	Decapoda	fa.	ge.	sp.	Tourteau	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tracbail	PO	-999	37	1702304712	TBA	1978	chordata	NA	Actinopterygii	Perciformes	Carangidae	Trachinotus	baillonii	Trachinotus_baillonii	60	-999	N	TM	NA	DN	NA	NA	P	3	NA	CO	NA	PI	NA	0,008334081	3,197237587	fa
Tracbico	PO	-999	33	1510605501	TYF	5981	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Trachyrhamphus	bicoarctatus	Trachyrhamphus_bicoarctatus	40	-999	O	MO	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	-999	-999	NA
Tracbloc	PO	-999	37	1702304701	POO	1963	chordata	NA	Actinopterygii	Perciformes	Carangidae	Trachinotus	blochii	Trachinotus_blochii	110	-999	N	TM	NA	DN	NA	NA	P	3	NA	CO	NA	CA	NA	0,008334081	3,197237587	fa
Tracfalc	PO	-999	37	1702304716	TNF	1010	chordata	NA	Actinopterygii	Perciformes	Carangidae	Trachinotus	falcatus	Trachinotus_falcatus	122	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tracgeof	PA	-999	-999	NA	NA	-999	cnidaria	CHL	Anthozoa	Scleractinia	Caryophylliidae	Trachyphyllia	geoffroyi	Trachyphyllia_geoffroyi	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tracgood	PO	-999	37	1702304707	PPL	1011	chordata	NA	Actinopterygii	Perciformes	Carangidae	Trachinotus	goodei	Trachinotus_goodei	50	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tracjack	PO	-999	37	1520400205	TJZ	-999	chordata	NA	Actinopterygii	Lampriformes	Trachipteridae	Trachipterus	jacksonensis	Trachipterus_jacksonensis	220	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	L	NA	PI	NA	-999	-999	NA
Traclong	PO	-999	-999	NA	NA	23124	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Trachyrhamphus	longirostris	Trachyrhamphus_longirostris	40	-999	O	MO	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	-999	-999	NA
Tracmagn	MO	-999	-999	NA	NA	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Cardiidae	Trachycardium	magnum	Trachycardium_magnum	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tracmyop	PO	-999	33	1311600901	TCY	2724	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Trachinocephalus	myops	Trachinocephalus_myops	40	-999	O	MO	NA	DN	NA	NA	B	2	NA	NA	NA	PI	NA	0,00886651	3,027559878	fa
Tracnodu	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Muricidae	Trachypollia	nodulosa	Trachypollia_nodulosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Triaobes	PO	-999	38	1080202201	TRB	907	chordata	NA	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Triaenodon	obesus	Triaenodon_obesus	213	-999	N	MO	NA	DN	NA	NA	D	6	NA	CO	NA	CA	NA	0,001797357	3,343933603	sp
Triclept	PO	-999	34	1750600302	LHT	1288	chordata	NA	Actinopterygii	Perciformes	Trichiuridae	Trichiurus	lepturus	Trichiurus_lepturus	234	-999	N	TM	NA	NO	NA	NA	P	3	NA	NA	NA	PI	NA	0,000207185	3,3237	sp
Tricseti	PO	-999	-999	NA	NA	12670	chordata	NA	Actinopterygii	Perciformes	Trichonotidae	Trichonotus	setiger	Trichonotus_setiger	22	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tricsp.	PO	-999	34	17506003XX	TCW	201032	chordata	NA	Actinopterygii	Perciformes	Trichiuridae	Trichiurus	sp.	Trichiurus_sp.	-999	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	L	NA	NA	NA	-999	-999	NA
Tridcris	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Bullomorphes	Hydatinidae	Tridachia	crispata	Tridachia_crispata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tridcroc	MO	-999	56	3162605004	DKC	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Tridacninae	Tridacna	crocea	Tridacna_crocea	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Triddera	MO	-999	56	3162605002	TDD	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Tridacninae	Tridacna	derasa	Tridacna_derasa	60	14	N	NA	N	NO	NA	N	B	-999	NA	NA	NA	PL	VU	0,0002092	2,97	sp
Tridmaxi	MO	-999	56	3162605005	DKX	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Tridacninae	Tridacna	maxima	Tridacna_maxima	40	4	N	NA	N	NO	NA	N	B	-999	NA	NA	NA	PL	LC	6,05E-05	3,41	sp
Tridsoli	PO	-999	-999	NA	NA	-999	chordata	NA	Ascidiacea	Enterogona	Didemnidae	Trididemnum	solidum	Trididemnum_solidum	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tridsp.	MO	-999	-999	NA	NA	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Tridacninae	Tridacna	sp.	Tridacna_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tridsqua	MO	-999	56	3162605003	TDS	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Tridacninae	Tridacna	squamosa	Tridacna_squamosa	45	6	N	NA	N	NO	NA	N	B	-999	NA	NA	NA	PL	LC	2,97E-05	3,64	sp
Trimnaud	PO	-999	-999	NA	NA	22495	chordata	NA	Actinopterygii	Perciformes	Gobiidae	Trimma	naudei	Trimma_naudei	3	-999	N	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	0,026387532	2,622565603	fa
Trimsp.	PO	-999	-999	NA	NA	201036	chordata	NA	Actinopterygii	Perciformes	Gobiidae	Trimma	sp.	Trimma_sp.	-999	-999	N	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	0,026387532	2,622565603	fa
Trimstri	PO	-999	-999	NA	NA	7223	chordata	NA	Actinopterygii	Perciformes	Gobiidae	Trimma	striata	Trimma_striata	-999	-999	NA	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	0,026387532	2,622565603	fa
Triomacr	PO	-999	33	1900700101	TDU	4505	chordata	NA	Actinopterygii	Tetraodontiformes	Triodontidae	Triodon	macropterus	Triodon_macropterus	54	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	-999	-999	NA
Tripsp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Tripterygiidae	Tripterygion	sp.	Tripterygion_sp.	-999	-999	O	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	-999	-999	NA
Tripturr	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Triphoridae	Triphora	turristhomae	Triphora_turristhomae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tripvent	EC	7502	76	6930800202	TWV	-999	echinodermata	NA	Echinoidea	Temnopleuroida	Toxopneustidae	Tripneustes	ventricosus	Tripneustes_ventricosus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Trivcand	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Triviidae	Trivia	candidula	Trivia_candidula	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Trivnix	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Triviidae	Trivia	nix	Trivia_nix	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Trivpedi	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Triviidae	Trivia	pediculus	Trivia_pediculus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Trivquad	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Triviidae	Trivia	quadripunctata	Trivia_quadripunctata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Trivsuff	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Triviidae	Trivia	suffusa	Trivia_suffusa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Trocmacu	MO	-999	52	3070400602	RQM	-999	mollusca	NA	Gastropoda	NA	Trochidae	Trochus	maculatus	Trochus_maculatus	6,5	-999	O	NA	N	NO	NA	NA	B	-999	NA	NA	NA	HE	NA	-999	-999	NA
Trocnilo	MO	-999	52	3070400603	RQN	-999	mollusca	NA	Gastropoda	NA	Trochidae	Trochus	niloticus	Trochus_niloticus	15	7	N	NA	N	NA	NA	NA	B	-999	NA	NA	NA	HE	NA	0,000593	2,82	sp
Tubaaure	PA	-999	-999	NA	NA	-999	cnidaria	CB	Anthozoa	Scleractinia	Dendrophylliidae	Tubastraea	aurea	Tubastraea_aurea	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tubacocc	PA	-999	-999	NA	NA	-999	cnidaria	CB	Anthozoa	Scleractinia	Dendrophylliidae	Tubastraea	coccinea	Tubastrea_coccinea	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tubamicr	PA	-999	-999	NA	NA	-999	cnidaria	CB	Anthozoa	Scleractinia	Dendrophylliidae	Tubastraea	micrantha	Tubastraea_micrantha	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tubasp.	PA	-999	-999	NA	NA	-999	cnidaria	CB	Anthozoa	Scleractinia	Dendrophylliidae	Tubastraea	sp.	Tubastraea_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tubimusi	PA	-999	82	6191700101	ORG	-999	cnidaria	CS	Octocorallia	Stolonifera	Tubiporidae	Tubipora	musica	Tubipora_musica	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tubisp1	PA	-999	-999	NA	NA	-999	cnidaria	CTU	Anthozoa	Alcyonacea	fa.	ge.	sp.	Tubipores	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbcail	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	NA	Turbinidae	Turbo	cailletii	Turbo_cailletii	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbcana	MO	-999	52	3070500216	UBN	-999	mollusca	NA	Gastropoda	NA	Turbinidae	Turbo	canaliculatus	Turbo_canaliculatus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbcast	MO	-999	52	3070500217	UOT	-999	mollusca	NA	Gastropoda	NA	Turbinidae	Turbo	castanea	Turbo_castanea	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbfron	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	frondens	Turbinaria_frondens	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbhero	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	heronensis	Turbinaria_heronensis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbirre	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	irregularis	Turbinaria_irregularis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbmese	PA	-999	-999	NA	NA	-999	cnidaria	CF	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	mesenterina	Turbinaria_mesenterina	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbpelt	PA	-999	-999	NA	NA	-999	cnidaria	CF	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	peltata	Turbinaria_peltata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbradi	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	radicalis	Turbinaria_radicalis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbreni	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	reniformis	Turbinaria_reniformis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbsp.	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	sp.	Turbinaria_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbstel	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	stellulata	Turbinaria_stellulata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbtric	PA	-999	-999	NA	NA	-999	cnidaria	CB	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	tricostata	Turbinaria_tricostata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turbturb	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	turbinata	Turbinaria_turbinata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Turstrun	MA	-999	62	4220402901	DBO	-999	chordata	NA	Mammalia	Cetartiodactyla	Delphinidae	Tursiops	truncatus	Tursiops_truncatus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tylespin	PO	-999	33	1900203101	YLS	8072	chordata	NA	Actinopterygii	Tetraodontiformes	Tetraodontidae	Tylerius	spinosissimus	Tylerius_spinosissimus	12	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tyloacus	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Beloniformes	Belonidae	Tylosurus	acus_acus	Tylosurus_acus_acus	153	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tylocroc	PO	-999	37	1470101308	BTS	-999	chordata	NA	Actinopterygii	Beloniformes	Belonidae	Tylosurus	crocodilus	Tylosurus_crocodilus	150	-999	N	TM	NA	DI	NA	NA	P	3	NA	CO	NA	PI	NA	6,00E-04	3,285	fa
